"american","dbo:occupation Photographer", "0.24", "e dbo:occupation Photographer", "Photographer", "Coherence=0.24 condAB=0.857142857142857 condBA=0.333333333333333 supA=7.0 supB=18.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/occupation", "http://dbpedia.org/resource/Photographer", "dbo:Photographer in c_e and 'an American' in l_e(c,p,so) ", 
"south","dbp:country Australia@en", "0.012589928057554", "e dbp:country Australia@en", "Cricketer", "Coherence=0.012589928057554 condAB=0.411764705882353 condBA=0.012987012987013 supA=17.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'South' in l_e(c,p,os) ", 
"south_africa","dbp:column Test_cricket", "0.00554675118858954", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00554675118858954 condAB=0.875 condBA=0.00558213716108453 supA=8.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 's for South Africa' in l_e(c,p,os) ", 
"south_africa","dbp:column One_Day_International", "0.00692383778437191", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.00692383778437191 condAB=0.875 condBA=0.0069790628115653 supA=8.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and 's for South Africa' in l_e(c,p,os) ", 
"south_africa","dbp:column First-class_cricket", "0.00419447092469018", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00419447092469018 condAB=0.758620689655172 condBA=0.00421779141104294 supA=29.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'South Africa' in l_e(c,p,os) ", 
"south_africa","dbp:column List_A_cricket", "0.00411522633744856", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00411522633744856 condAB=0.379310344827586 condBA=0.00416036308623298 supA=29.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'South Africa' in l_e(c,p,os) ", 
"south_africa_s","dbp:column Test_cricket", "0.00396825396825397", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00396825396825397 condAB=0.833333333333333 condBA=0.00398724082934609 supA=6.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'South Africa's' in l_e(c,p,so) ", 
"south_australia","dbp:column First-class_cricket", "0.00172248803827751", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172248803827751 condAB=1.0 condBA=0.00172546012269939 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'South Australia' in l_e(c,p,os) ", 
"south_australia","dbp:column List_A_cricket", "0.00188465887674331", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00188465887674331 condAB=0.555555555555556 condBA=0.0018910741301059 supA=9.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'South Australia' in l_e(c,p,os) ", 
"south_wales","dbp:column First-class_cricket", "0.00114898506319418", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00114898506319418 condAB=1.0 condBA=0.00115030674846626 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'South Wales' in l_e(c,p,os) ", 
"south_wales","dbp:country Australia@en", "0.00919117647058824", "e dbp:country Australia@en", "Cricketer", "Coherence=0.00919117647058824 condAB=1.0 condBA=0.00927643784786642 supA=5.0 supB=539.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Australia"@en", "dbo:Cricketer in c_e and 'South Wales' in l_e(c,p,os) ", 
"spin","dbp:bowling Left-arm_orthodox_spin", "0.0408163265306122", "e dbp:bowling Left-arm_orthodox_spin", "Cricketer", "Coherence=0.0408163265306122 condAB=1.0 condBA=0.0425531914893617 supA=12.0 supB=282.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Left-arm_orthodox_spin", "dbo:Cricketer in c_e and 'spin' in l_e(c,p,os) ", 
"spin","dbp:role Bowling_(cricket)", "0.0115473441108545", "e dbp:role Bowling_(cricket)", "Cricketer", "Coherence=0.0115473441108545 condAB=1.0 condBA=0.0116822429906542 supA=5.0 supB=428.0", "NN", "Coherence", "e", "http://dbpedia.org/property/role", "http://dbpedia.org/resource/Bowling_(cricket)", "dbo:Cricketer in c_e and 'spin' in l_e(c,p,so) ", 
"spin_bowler","dbp:bowling Left-arm_orthodox_spin", "0.0275862068965517", "e dbp:bowling Left-arm_orthodox_spin", "Cricketer", "Coherence=0.0275862068965517 condAB=1.0 condBA=0.0283687943262411 supA=8.0 supB=282.0", "NN", "Coherence", "e", "http://dbpedia.org/property/bowling", "http://dbpedia.org/resource/Left-arm_orthodox_spin", "dbo:Cricketer in c_e and 'spin bowler' in l_e(c,p,os) ", 
"squad","dbp:tenfor n/a@en", "0.0135135135135135", "e dbp:tenfor n/a@en", "Cricketer", "Coherence=0.0135135135135135 condAB=0.193548387096774 condBA=0.0145278450363196 supA=62.0 supB=826.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""n/a"@en", "dbo:Cricketer in c_e and 'squad' in l_e(c,p,so) ", 
"squad","dbp:tenfor â@en", "0.00356294536817102", "e dbp:tenfor â@en", "Cricketer", "Coherence=0.00356294536817102 condAB=0.107142857142857 condBA=0.00368550368550369 supA=56.0 supB=1628.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""â"@en", "dbo:Cricketer in c_e and 'squad for the' in l_e(c,p,so) ", 
"squad","dbp:country Nigeria@en", "0.107142857142857", "e dbp:country Nigeria@en", "Cricketer", "Coherence=0.107142857142857 condAB=0.166666666666667 condBA=0.3 supA=36.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nigeria"@en", "dbo:Cricketer in c_e and 'squad for the' in l_e(c,p,os) ", 
"squad","dbp:country India@en", "0.00959692898272553", "e dbp:country India@en", "Cricketer", "Coherence=0.00959692898272553 condAB=0.357142857142857 condBA=0.00986193293885602 supA=14.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and 'squad' in l_e(c,p,so) ", 
"squad","dbp:tenfor n/a@en", "0.0102389078498294", "e dbp:tenfor n/a@en", "Cricketer", "Coherence=0.0102389078498294 condAB=0.169811320754717 condBA=0.0108958837772397 supA=53.0 supB=826.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""n/a"@en", "dbo:Cricketer in c_e and 'squad for the 2' in l_e(c,p,so) ", 
"squad","dbp:tenfor â@en", "0.00297441998810232", "e dbp:tenfor â@en", "Cricketer", "Coherence=0.00297441998810232 condAB=0.0943396226415094 condBA=0.00307125307125307 supA=53.0 supB=1628.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""â"@en", "dbo:Cricketer in c_e and 'squad for the 2' in l_e(c,p,so) ", 
"squad","dbp:country Nigeria@en", "0.171428571428571", "e dbp:country Nigeria@en", "Cricketer", "Coherence=0.171428571428571 condAB=0.4 condBA=0.3 supA=15.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nigeria"@en", "dbo:Cricketer in c_e and 'squad for the 2018' in l_e(c,p,os) ", 
"squad______africa","dbp:country Nigeria@en", "0.214285714285714", "e dbp:country Nigeria@en", "Cricketer", "Coherence=0.214285714285714 condAB=0.75 condBA=0.3 supA=8.0 supB=20.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nigeria"@en", "dbo:Cricketer in c_e and 'squad for the 2018 Africa' in l_e(c,p,os) ", 
"sri","dbp:birthPlace Sri_Lanka", "0.14018691588785", "e dbp:birthPlace Sri_Lanka", "Cricketer", "Coherence=0.14018691588785 condAB=1.0 condBA=0.16304347826087 supA=15.0 supB=92.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Sri_Lanka", "dbo:Cricketer in c_e and 'is a Sri' in l_e(c,p,so) ", 
"sri","dbp:birthPlace Colombo", "0.104477611940299", "e dbp:birthPlace Colombo", "Cricketer", "Coherence=0.104477611940299 condAB=0.388888888888889 condBA=0.142857142857143 supA=18.0 supB=49.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Colombo", "dbo:Cricketer in c_e and 'a Sri' in l_e(c,p,so) ", 
"sri_lanka","dbp:column Test_cricket", "0.00551181102362205", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00551181102362205 condAB=0.4375 condBA=0.00558213716108453 supA=16.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'Sri Lanka' in l_e(c,p,os) ", 
"sri_lanka","dbp:column One_Day_International", "0.00686947988223749", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.00686947988223749 condAB=0.4375 condBA=0.0069790628115653 supA=16.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and 'Sri Lanka' in l_e(c,p,os) ", 
"sri_lanka","dbp:column First-class_cricket", "0.00191131498470948", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00191131498470948 condAB=0.625 condBA=0.00191717791411043 supA=16.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'Sri Lanka' in l_e(c,p,os) ", 
"sri_lanka","dbp:column List_A_cricket", "0.00300751879699248", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00300751879699248 condAB=0.5 condBA=0.00302571860816944 supA=16.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'Sri Lanka' in l_e(c,p,os) ", 
"sri_lankan","dbp:column Test_cricket", "0.00394632991318074", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00394632991318074 condAB=0.384615384615385 condBA=0.00398724082934609 supA=13.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'Sri Lankan' in l_e(c,p,so) ", 
"sri_lankan","dbp:column One_Day_International", "0.0078740157480315", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.0078740157480315 condAB=0.615384615384615 condBA=0.00797607178464606 supA=13.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and 'Sri Lankan' in l_e(c,p,so) ", 
"sri_lankan","dbp:column First-class_cricket", "0.00133868808567604", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00133868808567604 condAB=0.538461538461538 condBA=0.0013420245398773 supA=13.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'Sri Lankan' in l_e(c,p,so) ", 
"sri_lankan","dbp:column List_A_cricket", "0.00225818592397441", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00225818592397441 condAB=0.461538461538462 condBA=0.00226928895612708 supA=13.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'Sri Lankan' in l_e(c,p,so) ", 
"staffordshire","dbp:birthPlace England", "0.00418410041841004", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00418410041841004 condAB=0.833333333333333 condBA=0.00420521446593776 supA=6.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'Staffordshire' in l_e(c,p,os) ", 
"staffordshire","dbp:birthPlace Staffordshire", "0.116279069767442", "e dbp:birthPlace Staffordshire", "Cricketer", "Coherence=0.116279069767442 condAB=0.833333333333333 condBA=0.135135135135135 supA=6.0 supB=37.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Staffordshire", "dbo:Cricketer in c_e and 'Staffordshire' in l_e(c,p,os) ", 
"stan","dbp:birthPlace Afghanistan", "0.333333333333333", "e dbp:birthPlace Afghanistan", "Cricketer", "Coherence=0.333333333333333 condAB=1.0 condBA=0.5 supA=5.0 supB=10.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Afghanistan", "dbo:Cricketer in c_e and 'stan' in l_e(c,p,os) ", 
"status","dbp:column First-class_cricket", "0.00191277735271614", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00191277735271614 condAB=0.833333333333333 condBA=0.00191717791411043 supA=12.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'status' in l_e(c,p,os) ", 
"status","dbp:column First-class_cricket", "9.57487552661815E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57487552661815E-4 condAB=0.833333333333333 condBA=9.58588957055215E-4 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and ' status. ' in l_e(c,p,os) ", 
"stoke_on_trent","dbp:birthPlace England", "0.00418760469011725", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00418760469011725 condAB=1.0 condBA=0.00420521446593776 supA=5.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'Stoke-on-Trent' in l_e(c,p,so) ", 
"stoke_on_trent","dbp:birthPlace Stoke-on-Trent", "0.454545454545455", "e dbp:birthPlace Stoke-on-Trent", "Cricketer", "Coherence=0.454545454545455 condAB=1.0 condBA=0.833333333333333 supA=5.0 supB=6.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Stoke-on-Trent", "dbo:Cricketer in c_e and 'Stoke-on-Trent' in l_e(c,p,so) ", 
"stoke_on_trent","dbp:birthPlace Staffordshire", "0.119047619047619", "e dbp:birthPlace Staffordshire", "Cricketer", "Coherence=0.119047619047619 condAB=1.0 condBA=0.135135135135135 supA=5.0 supB=37.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Staffordshire", "dbo:Cricketer in c_e and 'Stoke-on-Trent' in l_e(c,p,so) ", 
"stoke_on_trent","dbp:club Staffordshire_County_Cricket_Club", "0.0952380952380952", "e dbp:club Staffordshire_County_Cricket_Club", "Cricketer", "Coherence=0.0952380952380952 condAB=1.0 condBA=0.105263157894737 supA=6.0 supB=57.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Staffordshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'Stoke-on-Trent' in l_e(c,p,so) ", 
"stood_one_test","dbp:country Pakistan@en", "0.0189393939393939", "e dbp:country Pakistan@en", "Cricketer", "Coherence=0.0189393939393939 condAB=0.217391304347826 condBA=0.020746887966805 supA=23.0 supB=241.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Pakistan"@en", "dbo:Cricketer in c_e and 'stood in one Test' in l_e(c,p,so) ", 
"stood_one_test","dbp:country New Zealand@en", "0.0140449438202247", "e dbp:country New Zealand@en", "Cricketer", "Coherence=0.0140449438202247 condAB=0.217391304347826 condBA=0.015015015015015 supA=23.0 supB=333.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""New Zealand"@en", "dbo:Cricketer in c_e and 'stood in one Test' in l_e(c,p,so) ", 
"stood_one_test_match","dbp:country Pakistan@en", "0.0189393939393939", "e dbp:country Pakistan@en", "Cricketer", "Coherence=0.0189393939393939 condAB=0.217391304347826 condBA=0.020746887966805 supA=23.0 supB=241.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Pakistan"@en", "dbo:Cricketer in c_e and 'stood in one Test match' in l_e(c,p,so) ", 
"stood_one_test_match","dbp:country New Zealand@en", "0.0140449438202247", "e dbp:country New Zealand@en", "Cricketer", "Coherence=0.0140449438202247 condAB=0.217391304347826 condBA=0.015015015015015 supA=23.0 supB=333.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""New Zealand"@en", "dbo:Cricketer in c_e and 'stood in one Test match' in l_e(c,p,so) ", 
"stood_one_test_match","dbp:country New Zealand@en", "0.0140845070422535", "e dbp:country New Zealand@en", "Cricketer", "Coherence=0.0140845070422535 condAB=0.227272727272727 condBA=0.015015015015015 supA=22.0 supB=333.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""New Zealand"@en", "dbo:Cricketer in c_e and ' stood in one Test match, ' in l_e(c,p,so) ", 
"stood_umpire","dbp:column First-class_cricket", "9.57487552661815E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57487552661815E-4 condAB=0.833333333333333 condBA=9.58588957055215E-4 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'stood as an umpire in' in l_e(c,p,so) ", 
"studying_cambridge","dbp:club Cambridgeshire_County_Cricket_Club", "0.0869565217391304", "e dbp:club Cambridgeshire_County_Cricket_Club", "Cricketer", "Coherence=0.0869565217391304 condAB=0.545454545454545 condBA=0.103448275862069 supA=11.0 supB=58.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridgeshire_County_Cricket_Club", "dbo:Cricketer in c_e and '. While studying at Cambridge, ' in l_e(c,p,os) ", 
"studying_cambridge","dbp:club Cambridge_University_Cricket_Club", "0.0523809523809524", "e dbp:club Cambridge_University_Cricket_Club", "Cricketer", "Coherence=0.0523809523809524 condAB=1.0 condBA=0.0552763819095477 supA=11.0 supB=199.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridge_University_Cricket_Club", "dbo:Cricketer in c_e and '. While studying at Cambridge, ' in l_e(c,p,os) ", 
"studying_cambridge","dbp:club Cambridgeshire_County_Cricket_Club", "0.0845070422535211", "e dbp:club Cambridgeshire_County_Cricket_Club", "Cricketer", "Coherence=0.0845070422535211 condAB=0.461538461538462 condBA=0.103448275862069 supA=13.0 supB=58.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridgeshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'studying at Cambridge' in l_e(c,p,os) ", 
"studying_cambridge","dbp:club Cambridge_University_Cricket_Club", "0.0568720379146919", "e dbp:club Cambridge_University_Cricket_Club", "Cricketer", "Coherence=0.0568720379146919 condAB=1.0 condBA=0.0603015075376884 supA=12.0 supB=199.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridge_University_Cricket_Club", "dbo:Cricketer in c_e and ' While studying at Cambridge' in l_e(c,p,os) ", 
"studying_oxford","dbp:club Oxford_University_Cricket_Club", "0.0169902912621359", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.0169902912621359 condAB=1.0 condBA=0.0172839506172839 supA=7.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and '. While studying at Oxford ' in l_e(c,p,os) ", 
"studying_oxford","dbp:club Marylebone_Cricket_Club", "0.025974025974026", "e dbp:club Marylebone_Cricket_Club", "Cricketer", "Coherence=0.025974025974026 condAB=0.078740157480315 condBA=0.0387596899224806 supA=127.0 supB=258.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Marylebone_Cricket_Club", "dbo:Cricketer in c_e and '. While studying at Oxford, ' in l_e(c,p,os) ", 
"studying_oxford","dbp:club Oxford_University_Cricket_Club", "0.238721804511278", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.238721804511278 condAB=1.0 condBA=0.31358024691358 supA=127.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and '. While studying at Oxford, ' in l_e(c,p,os) ", 
"studying_oxford","dbp:club Marylebone_Cricket_Club", "0.0251256281407035", "e dbp:club Marylebone_Cricket_Club", "Cricketer", "Coherence=0.0251256281407035 condAB=0.0714285714285714 condBA=0.0387596899224806 supA=140.0 supB=258.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Marylebone_Cricket_Club", "dbo:Cricketer in c_e and 'studying at Oxford' in l_e(c,p,os) ", 
"studying_oxford","dbp:club Oxford_University_Cricket_Club", "0.24860853432282", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.24860853432282 condAB=1.0 condBA=0.330864197530864 supA=134.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and ' While studying at Oxford' in l_e(c,p,os) ", 
"style","dbp:birthPlace England", "0.0124584717607973", "e dbp:birthPlace England", "Cricketer", "Coherence=0.0124584717607973 condAB=1.0 condBA=0.0126156433978133 supA=15.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'style is' in l_e(c,p,os) ", 
"style_unknown","dbp:birthPlace England", "0.0124584717607973", "e dbp:birthPlace England", "Cricketer", "Coherence=0.0124584717607973 condAB=1.0 condBA=0.0126156433978133 supA=15.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'style is unknown' in l_e(c,p,os) ", 
"success","dbp:column First-class_cricket", "9.57487552661815E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57487552661815E-4 condAB=0.833333333333333 condBA=9.58588957055215E-4 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'success' in l_e(c,p,so) ", 
"surrey","dbo:birthPlace Surrey", "0.0535714285714286", "e dbo:birthPlace Surrey", "Cricketer", "Coherence=0.0535714285714286 condAB=0.857142857142857 condBA=0.0571428571428571 supA=7.0 supB=105.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Surrey", "dbo:Cricketer in c_e and ', Surrey. ' in l_e(c,p,os) ", 
"surrey","dbp:birthPlace England", "0.00418060200668896", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00418060200668896 condAB=0.714285714285714 condBA=0.00420521446593776 supA=7.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'against Surrey' in l_e(c,p,os) ", 
"surrey","dbp:column First-class_cricket", "0.00229533282325937", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00229533282325937 condAB=1.0 condBA=0.00230061349693252 supA=12.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'Surrey' in l_e(c,p,so) ", 
"surrey","dbp:column List_A_cricket", "0.00560328726186029", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00560328726186029 condAB=0.454545454545455 condBA=0.0056732223903177 supA=33.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'Surrey' in l_e(c,p,os) ", 
"surrey","dbo:birthPlace Surrey", "0.0619469026548673", "e dbo:birthPlace Surrey", "Cricketer", "Coherence=0.0619469026548673 condAB=0.875 condBA=0.0666666666666667 supA=8.0 supB=105.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Surrey", "dbo:Cricketer in c_e and ' Surrey' in l_e(c,p,os) ", 
"surrey","dbp:club Surrey_County_Cricket_Club", "0.0364963503649635", "e dbp:club Surrey_County_Cricket_Club", "Cricketer", "Coherence=0.0364963503649635 condAB=1.0 condBA=0.0378787878787879 supA=5.0 supB=132.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Surrey_County_Cricket_Club", "dbo:Cricketer in c_e and ' Surrey' in l_e(c,p,os) ", 
"surrey","dbp:club Cambridge_University_Cricket_Club", "0.0222222222222222", "e dbp:club Cambridge_University_Cricket_Club", "Cricketer", "Coherence=0.0222222222222222 condAB=0.192307692307692 condBA=0.0251256281407035 supA=26.0 supB=199.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Cambridge_University_Cricket_Club", "dbo:Cricketer in c_e and 'against Surrey' in l_e(c,p,os) ", 
"sussex","dbo:birthPlace Sussex", "0.0782608695652174", "e dbo:birthPlace Sussex", "Cricketer", "Coherence=0.0782608695652174 condAB=1.0 condBA=0.0849056603773585 supA=9.0 supB=106.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Sussex", "dbo:Cricketer in c_e and ', Sussex. ' in l_e(c,p,os) ", 
"sussex","dbp:birthPlace England", "0.00418410041841004", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00418410041841004 condAB=0.833333333333333 condBA=0.00420521446593776 supA=6.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and 'Sussex' in l_e(c,p,os) ", 
"sussex","dbp:birthPlace Sussex", "0.0735294117647059", "e dbp:birthPlace Sussex", "Cricketer", "Coherence=0.0735294117647059 condAB=0.833333333333333 condBA=0.0806451612903226 supA=6.0 supB=62.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/Sussex", "dbo:Cricketer in c_e and 'Sussex' in l_e(c,p,os) ", 
"sussex","dbp:column First-class_cricket", "0.00514972344077818", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00514972344077818 condAB=1.0 condBA=0.00517638036809816 supA=27.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'Sussex' in l_e(c,p,so) ", 
"sussex","dbp:column List_A_cricket", "0.00298507462686567", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00298507462686567 condAB=0.222222222222222 condBA=0.00302571860816944 supA=36.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'Sussex' in l_e(c,p,os) ", 
"sussex","dbp:column First-class_cricket", "0.00153139356814701", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00153139356814701 condAB=1.0 condBA=0.00153374233128834 supA=8.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and ' for Sussex, ' in l_e(c,p,os) ", 
