"american","dbo:occupation Photographer", "0.24", "e dbo:occupation Photographer", "Photographer", "Coherence=0.24 condAB=0.857142857142857 condBA=0.333333333333333 supA=7.0 supB=18.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/occupation", "http://dbpedia.org/resource/Photographer", "dbo:Photographer in c_e and 'an American' in l_e(c,p,so) ", 
"made_list","dbo:birthPlace Uttar_Pradesh", "0.05", "e dbo:birthPlace Uttar_Pradesh", "Cricketer", "Coherence=0.05 condAB=0.0757575757575758 condBA=0.147058823529412 supA=66.0 supB=34.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/Uttar_Pradesh", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbp:club Gloucestershire_County_Cricket_Club", "0.0152905198776758", "e dbp:club Gloucestershire_County_Cricket_Club", "Cricketer", "Coherence=0.0152905198776758 condAB=0.034965034965035 condBA=0.0271739130434783 supA=143.0 supB=184.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Gloucestershire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his List' in l_e(c,p,so) ", 
"made_list","dbp:club Loughborough_MCC_University", "0.0273224043715847", "e dbp:club Loughborough_MCC_University", "Cricketer", "Coherence=0.0273224043715847 condAB=0.034965034965035 condBA=0.125 supA=143.0 supB=40.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Loughborough_MCC_University", "dbo:Cricketer in c_e and 'made his List' in l_e(c,p,so) ", 
"made_list","dbp:club Minor_Counties_of_English_and_Welsh_cricket", "0.0310344827586207", "e dbp:club Minor_Counties_of_English_and_Welsh_cricket", "Cricketer", "Coherence=0.0310344827586207 condAB=0.0629370629370629 condBA=0.0612244897959184 supA=143.0 supB=147.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Minor_Counties_of_English_and_Welsh_cricket", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbp:club Northern_Knights_(cricket_team)", "0.032258064516129", "e dbp:club Northern_Knights_(cricket_team)", "Cricketer", "Coherence=0.032258064516129 condAB=0.034965034965035 condBA=0.416666666666667 supA=143.0 supB=12.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Northern_Knights_(cricket_team)", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbp:club Bihar_cricket_team", "0.0872093023255814", "e dbp:club Bihar_cricket_team", "Cricketer", "Coherence=0.0872093023255814 condAB=0.104895104895105 condBA=0.517241379310345 supA=143.0 supB=29.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Bihar_cricket_team", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbp:club Warwickshire_County_Cricket_Club", "0.0242214532871972", "e dbp:club Warwickshire_County_Cricket_Club", "Cricketer", "Coherence=0.0242214532871972 condAB=0.048951048951049 condBA=0.0479452054794521 supA=143.0 supB=146.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Warwickshire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbp:club Glamorgan_County_Cricket_Club", "0.0201612903225806", "e dbp:club Glamorgan_County_Cricket_Club", "Cricketer", "Coherence=0.0201612903225806 condAB=0.034965034965035 condBA=0.0476190476190476 supA=143.0 supB=105.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Glamorgan_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his List' in l_e(c,p,so) ", 
"made_list","dbp:country Nepal@en", "0.0588235294117647", "e dbp:country Nepal@en", "Cricketer", "Coherence=0.0588235294117647 condAB=0.0862068965517241 condBA=0.185185185185185 supA=58.0 supB=27.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nepal"@en", "dbo:Cricketer in c_e and 'made his List' in l_e(c,p,so) ", 
"made_list","dbp:country Oman@en", "0.10958904109589", "e dbp:country Oman@en", "Cricketer", "Coherence=0.10958904109589 condAB=0.137931034482759 condBA=0.533333333333333 supA=58.0 supB=15.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Oman"@en", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list","dbp:country Canada@en", "0.0564516129032258", "e dbp:country Canada@en", "Cricketer", "Coherence=0.0564516129032258 condAB=0.120689655172414 condBA=0.106060606060606 supA=58.0 supB=66.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Canada"@en", "dbo:Cricketer in c_e and 'made his List A' in l_e(c,p,so) ", 
"made_list_debut","dbp:birthPlace India", "0.0224215246636771", "e dbp:birthPlace India", "Cricketer", "Coherence=0.0224215246636771 condAB=0.454545454545455 condBA=0.0235849056603774 supA=11.0 supB=212.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbp:debutfor Gloucestershire@en", "0.0769230769230769", "e dbp:debutfor Gloucestershire@en", "Cricketer", "Coherence=0.0769230769230769 condAB=0.0980392156862745 condBA=0.357142857142857 supA=51.0 supB=14.0", "NN", "Coherence", "e", "http://dbpedia.org/property/debutfor", ""Gloucestershire"@en", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbp:year @en", "0.0127840909090909", "e dbp:year @en", "Cricketer", "Coherence=0.0127840909090909 condAB=0.132352941176471 condBA=0.0141509433962264 supA=68.0 supB=636.0", "NN", "Coherence", "e", "http://dbpedia.org/property/year", """@en", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbp:tenfor n/a@en", "0.00813008130081301", "e dbp:tenfor n/a@en", "Cricketer", "Coherence=0.00813008130081301 condAB=0.2 condBA=0.00847457627118644 supA=35.0 supB=826.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""n/a"@en", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbp:tenfor â@en", "0.00541190619362598", "e dbp:tenfor â@en", "Cricketer", "Coherence=0.00541190619362598 condAB=0.257142857142857 condBA=0.00552825552825553 supA=35.0 supB=1628.0", "NN", "Coherence", "e", "http://dbpedia.org/property/tenfor", ""â"@en", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbp:100s/50s â/â@en", "0.0075187969924812", "e dbp:100s/50s â/â@en", "Cricketer", "Coherence=0.0075187969924812 condAB=0.134615384615385 condBA=0.00796359499431172 supA=52.0 supB=879.0", "NN", "Coherence", "e", "http://dbpedia.org/property/100s/50s", ""â/â"@en", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbo:country Oman", "0.3125", "e dbo:country Oman", "Cricketer", "Coherence=0.3125 condAB=0.714285714285714 condBA=0.555555555555556 supA=7.0 supB=9.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/country", "http://dbpedia.org/resource/Oman", "dbo:Cricketer in c_e and ' made his List A debut for ' in l_e(c,p,so) ", 
"made_list_debut","dbp:club Gloucestershire_County_Cricket_Club", "0.0154320987654321", "e dbp:club Gloucestershire_County_Cricket_Club", "Cricketer", "Coherence=0.0154320987654321 condAB=0.0357142857142857 condBA=0.0271739130434783 supA=140.0 supB=184.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Gloucestershire_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbp:club Loughborough_MCC_University", "0.0277777777777778", "e dbp:club Loughborough_MCC_University", "Cricketer", "Coherence=0.0277777777777778 condAB=0.0357142857142857 condBA=0.125 supA=140.0 supB=40.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Loughborough_MCC_University", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbp:club Minor_Counties_of_English_and_Welsh_cricket", "0.0358565737051793", "e dbp:club Minor_Counties_of_English_and_Welsh_cricket", "Cricketer", "Coherence=0.0358565737051793 condAB=0.0865384615384615 condBA=0.0612244897959184 supA=104.0 supB=147.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Minor_Counties_of_English_and_Welsh_cricket", "dbo:Cricketer in c_e and ' made his List A debut for ' in l_e(c,p,so) ", 
"made_list_debut","dbp:club Northern_Knights_(cricket_team)", "0.0431034482758621", "e dbp:club Northern_Knights_(cricket_team)", "Cricketer", "Coherence=0.0431034482758621 condAB=0.0480769230769231 condBA=0.416666666666667 supA=104.0 supB=12.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Northern_Knights_(cricket_team)", "dbo:Cricketer in c_e and ' made his List A debut for ' in l_e(c,p,so) ", 
"made_list_debut","dbp:club Bihar_cricket_team", "0.0526315789473684", "e dbp:club Bihar_cricket_team", "Cricketer", "Coherence=0.0526315789473684 condAB=0.0673076923076923 condBA=0.241379310344828 supA=104.0 supB=29.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Bihar_cricket_team", "dbo:Cricketer in c_e and ' made his List A debut for ' in l_e(c,p,so) ", 
"made_list_debut","dbp:club Warwickshire_County_Cricket_Club", "0.02", "e dbp:club Warwickshire_County_Cricket_Club", "Cricketer", "Coherence=0.02 condAB=0.0480769230769231 condBA=0.0342465753424658 supA=104.0 supB=146.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Warwickshire_County_Cricket_Club", "dbo:Cricketer in c_e and ' made his List A debut for ' in l_e(c,p,so) ", 
"made_list_debut","dbp:club Glamorgan_County_Cricket_Club", "0.0204081632653061", "e dbp:club Glamorgan_County_Cricket_Club", "Cricketer", "Coherence=0.0204081632653061 condAB=0.0357142857142857 condBA=0.0476190476190476 supA=140.0 supB=105.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Glamorgan_County_Cricket_Club", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_list_debut","dbp:country Nepal@en", "0.078125", "e dbp:country Nepal@en", "Cricketer", "Coherence=0.078125 condAB=0.135135135135135 condBA=0.185185185185185 supA=37.0 supB=27.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Nepal"@en", "dbo:Cricketer in c_e and ' made his List A debut for ' in l_e(c,p,so) ", 
"made_list_debut","dbp:country Oman@en", "0.153846153846154", "e dbp:country Oman@en", "Cricketer", "Coherence=0.153846153846154 condAB=0.216216216216216 condBA=0.533333333333333 supA=37.0 supB=15.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Oman"@en", "dbo:Cricketer in c_e and ' made his List A debut for ' in l_e(c,p,so) ", 
"made_list_debut","dbp:country Canada@en", "0.0564516129032258", "e dbp:country Canada@en", "Cricketer", "Coherence=0.0564516129032258 condAB=0.120689655172414 condBA=0.106060606060606 supA=58.0 supB=66.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""Canada"@en", "dbo:Cricketer in c_e and 'made his List A debut' in l_e(c,p,so) ", 
"made_one_appearance","dbp:column First-class_cricket", "0.00153139356814701", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00153139356814701 condAB=1.0 condBA=0.00153374233128834 supA=8.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'made one appearance' in l_e(c,p,so) ", 
"made_one_day","dbp:column Twenty20", "0.00682128240109141", "e dbp:column Twenty20", "Cricketer", "Coherence=0.00682128240109141 condAB=0.277777777777778 condBA=0.00699300699300699 supA=18.0 supB=715.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Twenty20", "dbo:Cricketer in c_e and 'made his One Day' in l_e(c,p,so) ", 
"made_one_day","dbp:column Twenty20_International", "0.0418994413407821", "e dbp:column Twenty20_International", "Cricketer", "Coherence=0.0418994413407821 condAB=0.833333333333333 condBA=0.0441176470588235 supA=18.0 supB=340.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Twenty20_International", "dbo:Cricketer in c_e and 'made his One Day' in l_e(c,p,so) ", 
"made_one_day","dbp:column Test_cricket", "0.00393081761006289", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00393081761006289 condAB=0.277777777777778 condBA=0.00398724082934609 supA=18.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'made his One Day' in l_e(c,p,so) ", 
"made_one_day","dbp:column One_Day_International", "0.0176297747306562", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.0176297747306562 condAB=1.0 condBA=0.0179461615154536 supA=18.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and 'made his One Day' in l_e(c,p,so) ", 
"made_one_day","dbp:column First-class_cricket", "0.0022927015666794", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.0022927015666794 condAB=0.666666666666667 condBA=0.00230061349693252 supA=18.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'made his One Day' in l_e(c,p,so) ", 
"made_one_day","dbp:column List_A_cricket", "0.00563486100676183", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00563486100676183 condAB=0.833333333333333 condBA=0.0056732223903177 supA=18.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'made his One Day' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column Twenty20", "0.00682128240109141", "e dbp:column Twenty20", "Cricketer", "Coherence=0.00682128240109141 condAB=0.277777777777778 condBA=0.00699300699300699 supA=18.0 supB=715.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Twenty20", "dbo:Cricketer in c_e and 'made his One Day International' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column Twenty20_International", "0.0418994413407821", "e dbp:column Twenty20_International", "Cricketer", "Coherence=0.0418994413407821 condAB=0.833333333333333 condBA=0.0441176470588235 supA=18.0 supB=340.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Twenty20_International", "dbo:Cricketer in c_e and 'made his One Day International' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column Test_cricket", "0.00393081761006289", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00393081761006289 condAB=0.277777777777778 condBA=0.00398724082934609 supA=18.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and 'made his One Day International' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column One_Day_International", "0.0176297747306562", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.0176297747306562 condAB=1.0 condBA=0.0179461615154536 supA=18.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and 'made his One Day International' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column First-class_cricket", "0.0022927015666794", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.0022927015666794 condAB=0.666666666666667 condBA=0.00230061349693252 supA=18.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'made his One Day International' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column List_A_cricket", "0.00563486100676183", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00563486100676183 condAB=0.833333333333333 condBA=0.0056732223903177 supA=18.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and 'made his One Day International' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column Twenty20", "0.00682128240109141", "e dbp:column Twenty20", "Cricketer", "Coherence=0.00682128240109141 condAB=0.277777777777778 condBA=0.00699300699300699 supA=18.0 supB=715.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Twenty20", "dbo:Cricketer in c_e and ' made his One Day International (' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column Twenty20_International", "0.0418994413407821", "e dbp:column Twenty20_International", "Cricketer", "Coherence=0.0418994413407821 condAB=0.833333333333333 condBA=0.0441176470588235 supA=18.0 supB=340.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Twenty20_International", "dbo:Cricketer in c_e and ' made his One Day International (' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column Test_cricket", "0.00393081761006289", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00393081761006289 condAB=0.277777777777778 condBA=0.00398724082934609 supA=18.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and ' made his One Day International (' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column One_Day_International", "0.0176297747306562", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.0176297747306562 condAB=1.0 condBA=0.0179461615154536 supA=18.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and ' made his One Day International (' in l_e(c,p,so) ", 
"made_one_day_international","dbp:column First-class_cricket", "0.0022927015666794", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.0022927015666794 condAB=0.666666666666667 condBA=0.00230061349693252 supA=18.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and ' made his One Day International (' in l_e(c,p,so) ", 
